TransactionID,AccountID,TransactionAmount,TransactionDate,Location,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionFreq,TimeInterval,Channel_ATM,Channel_Branch,Channel_Online,Cluster,Fraud,FraudLabel,DBSCAN_Label,DBSCAN_Cluster,DBSCAN_Fraud,PCA_1,PCA_2,Cluster_KMeans_Optimized
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Portland,161.0,1.0,11090.24,2024-11-04 08:10:27,6.0,495.59863425925926,1.0,0.0,0.0,1,True,Fraud,-1,Fraud,Fraud,-1.5614884809595484,-1.3149186357816247,1
TX000655,AC00381,391.96,2023-06-19 16:21:58,Nashville,79.0,1.0,2174.16,2024-11-04 08:06:47,3.0,503.6561226851852,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.3332815057240996,-1.2508575339144732,1
TX000656,AC00458,156.26,2023-01-02 17:49:44,Virginia Beach,160.0,1.0,7854.1,2024-11-04 08:09:29,7.0,671.5970486111111,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6690880005389237,-0.40978465309601614,2
TX000657,AC00014,427.0,2023-07-31 17:04:29,Oklahoma City,163.0,1.0,8253.65,2024-11-04 08:07:30,9.0,461.6270949074074,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6736868884091889,-0.40947335243674055,2
TX000658,AC00071,443.68,2023-04-25 18:58:32,Tucson,137.0,1.0,874.1499999999996,2024-11-04 08:10:26,8.0,558.5499305555555,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2693698574207126,-1.2153203235402217,1
TX000659,AC00054,101.75999999999999,2023-02-20 17:27:24,Philadelphia,26.0,1.0,6043.25,2024-11-04 08:11:08,9.0,622.6137037037037,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.8707252778320378,-0.38204965330681134,2
TX000660,AC00182,67.57,2023-08-17 16:44:38,Charlotte,107.0,1.0,2766.12,2024-11-04 08:11:15,8.0,444.6434837962963,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.7228158614590978,-0.40246746009995976,2
TX000661,AC00257,326.29,2023-12-06 17:10:35,Denver,179.0,1.0,8171.26,2024-11-04 08:10:44,11.0,333.6251041666667,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.3615433333276759,1.7460472159078655,0
TX000662,AC00006,158.56,2023-02-28 17:28:13,Sacramento,100.0,1.0,5401.21,2024-11-04 08:10:48,4.0,614.6129050925925,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.241876162184987,-1.2191355897353737,1
TX000663,AC00424,56.02000000000004,2023-06-19 17:50:29,Memphis,142.0,1.0,3548.02,2024-11-04 08:07:58,5.0,503.59547453703703,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.49608127469609126,1.7010879966345744,0
TX000664,AC00131,288.28,2023-01-17 17:11:24,Portland,36.0,1.0,160.82999999999993,2024-11-04 08:06:33,9.0,656.6216319444444,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.3419991458878197,1.7215630474065067,0
TX000665,AC00133,245.67,2023-01-02 18:35:07,Portland,107.0,1.0,752.25,2024-11-04 08:07:45,7.0,671.5643287037037,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6328853133079024,-0.42896631431546045,2
TX000666,AC00393,152.18,2023-08-07 16:57:22,Los Angeles,176.0,4.0,2459.84,2024-11-04 08:10:50,8.0,454.6343518518519,0.0,0.0,1.0,0,True,Fraud,-1,Fraud,Fraud,-0.5089061921222875,1.7663271552456714,0
TX000667,AC00361,114.35,2023-11-27 16:16:19,El Paso,20.999999999999986,1.0,469.1199999999999,2024-11-04 08:10:13,2.0,342.66243055555555,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.5999531713933448,-0.460643174745104,2
TX000668,AC00092,373.27,2023-07-18 18:03:03,Miami,79.0,1.0,8441.61,2024-11-04 08:06:36,8.0,474.5857986111111,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.34978868493964327,1.7227421322983834,0
TX000669,AC00049,504.63,2023-11-13 17:07:10,Portland,168.0,1.0,3806.16,2024-11-04 08:07:50,2.0,356.62546296296296,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.7091600228814811,1.640563024425092,0
TX000670,AC00023,126.22,2023-05-04 16:25:15,Atlanta,77.0,4.0,6133.41,2024-11-04 08:07:41,6.0,549.6544675925926,1.0,0.0,0.0,1,True,Fraud,-1,Fraud,Fraud,-1.175500825237708,-1.1457895453077076,1
TX000671,AC00323,820.1500000000001,2023-12-18 16:33:01,Kansas City,181.0,1.0,8802.97,2024-11-04 08:10:34,4.0,321.6510763888889,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.423175221880785,-0.48340757944501167,2
TX000672,AC00372,986.81,2023-03-31 16:52:35,Houston,127.0,1.0,14881.77,2024-11-04 08:09:09,3.0,583.6365046296296,0.0,0.0,1.0,0,True,Fraud,1,Suspicious 1,Not Fraud,-0.617409861417746,1.6450835687872916,0
TX000673,AC00497,8.370000000000005,2023-01-12 16:21:27,Colorado Springs,135.0,1.0,1106.3400000000001,2024-11-04 08:11:23,6.0,661.659675925926,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2333638029353804,-1.2026850847328616,1
TX000674,AC00130,197.49,2023-07-03 16:36:45,Fresno,30.0,1.0,5005.33,2024-11-04 08:06:40,9.0,489.64577546296294,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.2643455297085336,1.739763597408816,0
TX000675,AC00034,637.97,2023-10-23 17:17:18,New York,90.0,1.0,7949.03,2024-11-04 08:07:56,4.0,377.6184953703704,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.553420591276893,-0.4661173570933727,2
TX000676,AC00286,13.519999999999982,2023-05-15 16:51:28,Seattle,65.0,1.0,259.77000000000044,2024-11-04 08:06:30,6.0,538.6354398148148,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1660694735983053,-1.2000113364789382,1
TX000677,AC00232,432.1,2023-03-20 16:28:17,San Francisco,240.0,1.0,2114.3,2024-11-04 08:10:16,5.0,594.6541550925926,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.4593586723935792,-1.2468202902596701,1
TX000678,AC00182,375.17,2023-06-08 17:20:53,Fort Worth,66.0,2.0,5495.3,2024-11-04 08:11:26,8.0,514.6184375,1.0,0.0,0.0,1,False,Not Fraud,-1,Fraud,Fraud,-1.1385805105417985,-1.1781550107563705,1
TX000679,AC00136,642.68,2023-02-17 16:57:11,Fresno,94.0,1.0,8461.46,2024-11-04 08:08:38,8.0,625.6329513888888,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6758154640703,-0.42841709283454815,2
TX000680,AC00101,78.44,2023-11-21 17:25:30,San Jose,292.0,1.0,6870.84,2024-11-04 08:10:39,3.0,348.6146875,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.6924563531033734,1.6780119408026322,0
TX000681,AC00328,139.72,2023-01-16 17:53:00,Memphis,201.0,1.0,5058.83,2024-11-04 08:08:24,5.0,657.5940277777778,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.536230899965251,-0.43670886145254423,2
TX000682,AC00356,499.99,2023-08-02 16:01:17,San Jose,296.0,1.0,8885.0,2024-11-04 08:09:05,8.0,459.6720833333333,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.4872202568171122,-0.43193191869569686,2
TX000683,AC00312,10.069999999999993,2023-01-17 16:47:41,Albuquerque,49.0,1.0,530.8099999999995,2024-11-04 08:08:57,4.0,656.6397685185185,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.4462534642153176,1.6946048489736916,0
TX000684,AC00242,120.62,2023-02-27 16:37:11,Raleigh,85.0,1.0,9379.53,2024-11-04 08:06:39,9.0,615.6454629629629,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.0218093292871138,-1.1596426967576359,1
TX000685,AC00123,578.49,2023-10-16 17:46:51,Nashville,180.0,1.0,6475.13,2024-11-04 08:06:50,4.0,384.5972106481481,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.450770569602903,-0.4718855404758178,2
TX000686,AC00071,119.30000000000001,2023-08-28 16:08:54,Mesa,22.0,5.0,319.03999999999996,2024-11-04 08:08:55,8.0,433.66667824074074,0.0,1.0,0.0,2,True,Fraud,-1,Fraud,Fraud,1.733144081225354,-0.340217853344481,2
TX000687,AC00370,280.92,2024-01-01 18:21:50,Phoenix,168.0,1.0,5298.85,2024-11-04 08:06:41,7.0,307.5728125,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.49275518813387487,1.7061411168432352,0
TX000688,AC00330,42.420000000000016,2023-06-01 17:19:57,Sacramento,102.0,1.0,490.5699999999997,2024-11-04 08:09:11,4.0,521.6175231481482,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5121803127981459,1.688436421901155,0
TX000689,AC00218,77.03,2023-06-19 16:57:53,Fresno,259.0,1.0,11310.27,2024-11-04 08:08:06,7.0,503.6320949074074,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2455700591294387,-1.1830958807501681,1
TX000690,AC00437,22.589999999999975,2023-03-27 16:12:36,Seattle,45.0,1.0,3988.75,2024-11-04 08:08:22,4.0,587.6637268518518,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1672324713628204,-1.208984272587356,1
TX000691,AC00287,568.76,2023-10-09 16:48:50,Baltimore,155.0,1.0,7484.32,2024-11-04 08:12:09,2.0,391.64119212962964,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.4287980442487715,-1.2654771041256136,1
TX000692,AC00418,25.939999999999998,2023-10-16 18:53:31,San Jose,211.0,5.0,4815.11,2024-11-04 08:06:38,6.0,384.550775462963,0.0,0.0,1.0,0,True,Fraud,-1,Fraud,Fraud,-0.5684671029877666,1.7760319015427024,0
TX000693,AC00465,105.94,2023-08-07 16:02:55,Oklahoma City,207.0,1.0,5963.1,2024-11-04 08:09:59,8.0,454.6715740740741,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6381881211622122,-0.404810411544275,2
TX000694,AC00011,733.29,2023-03-15 18:42:16,Virginia Beach,94.0,5.0,10427.0,2024-11-04 08:07:12,7.0,599.5589814814815,1.0,0.0,0.0,1,True,Fraud,-1,Fraud,Fraud,-1.2584979307023585,-1.1537738947626048,1
TX000695,AC00432,350.15,2023-11-27 16:18:25,Fresno,195.0,1.0,296.47000000000025,2024-11-04 08:08:37,7.0,342.6598611111111,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.350407595570597,-1.2235713920724984,1
TX000696,AC00240,1151.18,2023-08-25 17:26:27,Kansas City,105.0,1.0,1100.0599999999995,2024-11-04 08:07:02,2.0,436.61151620370373,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.5654052503550178,-1.3177274177641587,1
TX000697,AC00497,183.67,2023-06-26 16:11:29,San Diego,238.0,1.0,910.2600000000002,2024-11-04 08:11:05,6.0,496.6663888888889,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.6269668290144929,1.6883144073599023,0
TX000698,AC00026,278.27,2023-04-10 16:47:55,Tucson,123.0,1.0,6684.34,2024-11-04 08:09:58,6.0,573.6403125,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6410137975964678,-0.42770798761411766,2
TX000699,AC00277,470.3,2023-09-12 18:46:45,Austin,88.0,1.0,8524.09,2024-11-04 08:08:00,3.0,418.5564236111111,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2920798500320099,-1.2420394973036757,1
TX000700,AC00116,261.69,2023-11-27 17:29:25,Philadelphia,84.0,1.0,5126.65,2024-11-04 08:09:09,6.0,342.6109259259259,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1878474096223295,-1.2073032755932884,1
TX000701,AC00367,365.04,2023-03-06 16:29:57,Virginia Beach,94.0,1.0,873.8900000000003,2024-11-04 08:12:08,7.0,608.6542939814815,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6232014079270718,-0.43610978415793805,2
TX000702,AC00030,211.1,2023-09-14 16:58:48,Miami,136.0,1.0,7059.77,2024-11-04 08:07:01,9.0,416.63070601851854,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.7366758241156686,-0.3952182320128185,2
TX000703,AC00111,21.49000000000001,2023-05-04 16:51:17,Denver,240.0,1.0,11991.24,2024-11-04 08:08:08,7.0,549.6367013888889,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2054824951881866,-1.1762360344003189,1
TX000704,AC00220,63.579999999999984,2023-09-11 17:43:14,Columbus,199.0,1.0,8086.04,2024-11-04 08:11:56,6.0,419.6032638888889,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2413595374729767,-1.1947140945386732,1
TX000705,AC00295,321.86,2023-07-24 16:25:51,San Antonio,167.0,1.0,12626.49,2024-11-04 08:06:35,6.0,468.65328703703705,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.21235930085864,-1.1998197227219967,1
TX000706,AC00137,12.110000000000014,2023-12-12 16:17:27,Jacksonville,127.0,1.0,1730.2799999999997,2024-11-04 08:07:10,3.0,327.65952546296296,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.5484811653154442,-0.4488461405657062,2
TX000707,AC00004,642.54,2023-05-10 18:49:20,Milwaukee,28.0,1.0,3143.17,2024-11-04 08:10:37,9.0,543.5564467592593,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.7226497036386157,-0.42691275680387575,2
TX000708,AC00442,210.45,2023-12-11 16:47:05,Las Vegas,146.0,1.0,1242.4899999999998,2024-11-04 08:06:24,9.0,328.63841435185185,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1952511426451886,-1.1894802942263798,1
TX000709,AC00201,313.65,2023-01-30 16:08:07,Chicago,173.0,1.0,1886.3599999999997,2024-11-04 08:10:49,5.0,643.6685416666667,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.4963736528100235,-0.4543549412258314,2
TX000710,AC00462,99.75999999999999,2023-08-07 16:21:37,Sacramento,131.0,1.0,416.8900000000003,2024-11-04 08:06:26,6.0,454.6561226851852,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6031717298503068,-0.430534454757875,2
TX000711,AC00390,115.32,2023-07-25 17:24:07,Denver,113.0,1.0,5929.08,2024-11-04 08:08:36,7.0,467.61422453703705,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.7092192319685628,-0.4080733402107608,2
TX000712,AC00297,33.610000000000014,2023-08-21 17:25:00,Milwaukee,72.0,1.0,479.0799999999999,2024-11-04 08:08:40,10.0,440.6136574074074,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.29372497753849264,1.7468478866006882,0
TX000713,AC00173,498.59,2023-01-30 16:20:26,Oklahoma City,32.0,1.0,5862.99,2024-11-04 08:06:58,4.0,643.6573148148149,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.4743095559631589,1.674154310067419,0
TX000714,AC00382,98.81,2023-09-04 16:48:13,San Francisco,91.0,1.0,797.1000000000004,2024-11-04 08:08:11,6.0,426.63886574074075,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6516777035550954,-0.42669929393269135,2
TX000715,AC00175,1.8700000000000045,2023-10-20 18:34:41,Washington,147.0,1.0,7287.94,2024-11-04 08:09:48,7.0,380.56605324074076,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1486649983036246,-1.1792568622341015,1
TX000716,AC00035,78.92000000000002,2023-06-15 18:57:42,Jacksonville,95.0,1.0,5624.86,2024-11-04 08:08:28,9.0,507.5491435185185,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.3044355390993721,1.7448611814733868,0
TX000717,AC00219,194.29,2023-01-23 16:05:42,Seattle,10.0,1.0,2988.41,2024-11-04 08:08:57,10.0,650.6689236111112,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.866732628863301,-0.38529964488471097,2
TX000718,AC00416,28.730000000000018,2023-10-31 16:11:57,Kansas City,185.0,1.0,2712.96,2024-11-04 08:08:37,5.0,369.66435185185185,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.3064276561388264,-1.2131974610576617,1
TX000719,AC00467,105.53,2023-06-16 16:36:20,Colorado Springs,88.0,1.0,1433.6599999999999,2024-11-04 08:10:14,3.0,506.6485416666667,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5306208463222856,1.6779633841205719,0
TX000720,AC00465,737.34,2023-03-20 17:45:22,Miami,34.0,1.0,7336.56,2024-11-04 08:08:06,8.0,594.5991203703703,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.3891656239445025,1.6978634860237722,0
TX000721,AC00102,237.86,2023-02-06 17:48:39,Philadelphia,210.0,1.0,475.6300000000001,2024-11-04 08:10:20,5.0,636.5983912037037,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.402402673787853,-1.2349147322805578,1
TX000722,AC00119,409.61,2023-07-26 16:05:48,Kansas City,89.0,1.0,11698.15,2024-11-04 08:10:16,6.0,466.66976851851854,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.7042510844618497,-0.4226611185294671,2
TX000723,AC00418,75.53,2023-08-21 17:36:05,Fresno,157.0,1.0,1034.35,2024-11-04 08:07:11,6.0,440.60493055555554,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5130707064748179,1.7020018295062367,0
TX000724,AC00237,72.75,2023-05-01 16:30:03,Phoenix,15.0,1.0,12042.79,2024-11-04 08:07:19,5.0,552.6508796296297,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.0281224136221458,-1.182099650431832,1
TX000725,AC00279,39.110000000000014,2023-09-01 18:05:37,Columbus,143.0,1.0,518.54,2024-11-04 08:08:27,9.0,429.58530092592594,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.4035932391226516,1.7321777269816527,0
TX000726,AC00067,1309.79,2023-03-06 16:33:43,San Francisco,139.0,1.0,1258.9300000000003,2024-11-04 08:11:14,7.0,608.6510532407408,1.0,0.0,0.0,1,True,Fraud,0,Normal,Not Fraud,-1.4820803361424983,-1.2845200511910795,1
TX000727,AC00043,729.38,2023-11-14 17:23:43,Los Angeles,90.0,1.0,9127.65,2024-11-04 08:08:16,4.0,355.6142708333333,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.31230631672612,-1.249636697165496,1
TX000728,AC00012,137.49,2023-07-26 16:54:08,Fort Worth,50.0,1.0,4471.05,2024-11-04 08:07:04,6.0,466.6339814814815,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1308514213610992,-1.1977027522576122,1
TX000729,AC00244,504.71,2023-04-10 18:27:51,Detroit,61.0,1.0,6214.54,2024-11-04 08:08:37,5.0,573.5699768518518,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.47334625989867213,1.6817479925450591,0
TX000730,AC00395,371.47,2023-05-30 16:15:10,Milwaukee,58.0,1.0,1187.04,2024-11-04 08:07:09,3.0,523.661099537037,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.5426503299364396,-0.4703478265396715,2
TX000731,AC00253,430.35,2023-02-20 17:23:03,Charlotte,205.0,1.0,354.89999999999964,2024-11-04 08:10:51,6.0,622.6165277777778,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.6488063176666665,1.6720932472602588,0
TX000732,AC00394,230.32,2023-05-15 18:15:33,Las Vegas,56.0,1.0,791.46,2024-11-04 08:08:34,7.0,538.5784837962963,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.6929770067894179,-0.424135089074809,2
TX000733,AC00457,121.70999999999998,2023-09-05 17:02:23,Chicago,140.0,1.0,5878.89,2024-11-04 08:11:23,3.0,425.63125,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.3037779240813288,-1.227579746864031,1
TX000734,AC00046,98.87,2023-01-03 17:51:07,Detroit,179.0,1.0,533.1999999999998,2024-11-04 08:06:58,3.0,670.5943402777777,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.6394765752716809,1.6697729017378016,0
TX000735,AC00011,117.55000000000001,2023-05-19 16:35:07,Fresno,35.0,1.0,897.9400000000005,2024-11-04 08:11:13,7.0,534.6500694444444,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1175878650690767,-1.1943647776243493,1
TX000736,AC00045,244.64,2023-02-21 18:41:39,Tucson,103.0,1.0,9159.56,2024-11-04 08:06:53,5.0,621.5591898148148,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.666123266121462,-0.4273638857128594,2
TX000737,AC00181,321.93,2023-12-04 18:27:11,Nashville,12.0,1.0,4392.73,2024-11-04 08:07:51,5.0,335.5699074074074,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1594299762914797,-1.2173582152902491,1
TX000738,AC00149,1092.73,2023-01-23 17:24:29,Columbus,11.0,1.0,1390.98,2024-11-04 08:07:50,6.0,650.6134375,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.5353327588741084,-0.48919382362408437,2
TX000739,AC00288,283.23,2023-02-06 16:48:45,El Paso,98.0,1.0,2008.77,2024-11-04 08:07:38,3.0,636.6381134259259,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5732965725328738,1.6661487536845214,0
TX000740,AC00014,346.65,2024-01-01 16:17:13,Washington,60.0,1.0,6356.96,2024-11-04 08:06:58,9.0,307.6595486111111,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.3147883923272499,1.7303406434730648,0
TX000741,AC00153,381.62,2023-01-27 16:40:28,Las Vegas,164.0,1.0,6009.12,2024-11-04 08:11:46,7.0,646.6467361111111,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5021422485478035,1.7010454560017172,0
TX000742,AC00164,388.65,2023-02-21 16:02:33,Oklahoma City,43.0,1.0,7896.85,2024-11-04 08:08:15,6.0,621.670625,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1398928600459268,-1.2067301793955043,1
TX000743,AC00159,29.21999999999997,2023-07-06 18:16:05,San Antonio,151.0,1.0,1649.4300000000003,2024-11-04 08:09:03,5.0,486.57844907407406,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2802798177115648,-1.2132940443133504,1
TX000744,AC00360,46.75,2023-07-31 17:37:31,Colorado Springs,150.0,1.0,2840.43,2024-11-04 08:09:20,6.0,461.60542824074076,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.619295803012261,-0.42247787595395386,2
TX000745,AC00326,348.64,2023-06-09 17:12:09,San Jose,128.0,1.0,3274.96,2024-11-04 08:11:22,5.0,513.6244560185186,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5456833422416264,1.680948023944435,0
TX000746,AC00110,319.17,2023-01-11 16:58:02,Tucson,81.0,1.0,6501.56,2024-11-04 08:08:49,8.0,662.6324884259259,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.36122131546689756,1.7218203920792978,0
TX000747,AC00110,73.94999999999999,2023-11-03 16:39:45,Kansas City,76.0,1.0,363.9200000000001,2024-11-04 08:07:22,8.0,366.64417824074076,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.128789716919055,-1.1862348379286407,1
TX000748,AC00257,389.63,2023-02-16 16:20:06,Mesa,99.0,1.0,9748.48,2024-11-04 08:08:55,11.0,626.658900462963,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.2696713459510193,1.7510699440750224,0
TX000749,AC00145,217.61,2023-03-16 17:36:31,Chicago,45.0,1.0,1404.5299999999997,2024-11-04 08:10:08,5.0,598.6066782407407,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.205673577556725,-1.2194563151278597,1
TX000750,AC00455,199.84,2023-01-16 16:01:34,Dallas,150.0,1.0,706.4400000000005,2024-11-04 08:09:14,7.0,657.6719907407407,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.264319267092144,-1.2088420050790738,1
TX000751,AC00282,56.349999999999994,2023-02-09 16:09:00,Charlotte,75.0,1.0,5095.73,2024-11-04 08:07:36,6.0,633.6656944444444,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1345946305530612,-1.1923423516159413,1
TX000752,AC00045,248.95,2023-06-16 16:19:35,San Francisco,29.0,1.0,3059.79,2024-11-04 08:09:32,5.0,506.6596875,0.0,1.0,0.0,2,False,Not Fraud,2,Suspicious 2,Not Fraud,1.681929531026996,-0.43671471915647414,2
TX000753,AC00390,142.58,2023-06-19 16:20:51,San Antonio,145.0,1.0,7844.23,2024-11-04 08:06:46,7.0,503.65688657407406,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.1704091961093894,-1.1876621149514888,1
TX000754,AC00032,1020.73,2023-07-24 16:42:06,Fort Worth,87.0,1.0,1119.6099999999992,2024-11-04 08:11:32,9.0,468.64543981481484,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.3034602176091068,-1.2423043383252597,1
TX000755,AC00153,84.34,2023-06-08 16:27:56,Memphis,248.0,3.0,5313.97,2024-11-04 08:09:31,7.0,514.6538773148148,0.0,0.0,1.0,0,True,Fraud,-1,Fraud,Fraud,-0.5626017343080802,1.7469692661536682,0
TX000756,AC00460,1607.55,2023-09-07 16:27:03,Phoenix,156.0,1.0,6227.99,2024-11-04 08:07:33,12.0,423.653125,1.0,0.0,0.0,1,True,Fraud,-1,Fraud,Fraud,-1.3581555387717525,-1.2485136600068514,1
TX000757,AC00154,333.78,2023-11-30 17:53:48,San Diego,98.0,1.0,6810.94,2024-11-04 08:07:50,5.0,339.5930787037037,1.0,0.0,0.0,1,False,Not Fraud,0,Normal,Not Fraud,-1.2312528503086797,-1.218671319416054,1
TX000758,AC00190,332.59,2023-07-13 17:50:13,San Antonio,143.0,1.0,1457.0699999999997,2024-11-04 08:09:05,5.0,479.59643518518516,0.0,0.0,1.0,0,False,Not Fraud,1,Suspicious 1,Not Fraud,-0.5782754153910875,1.6767141608550598,0
